LineOfBusiness,ERMSDealNumber,InceptionDate,ExpiryDate,BusinessSegment,Paper,IsAdmitted,Type,InsuredName,InsuredState,BrokerCompany,BrokerCompanyAddress,BrokerContact,BrokerState,UnderwriterTeam,DealComponentID,BusinessClassification,Occurrence: General Liability,Occurrence: Owners & Contractors Protective,Claims Made: Products Liability,Claims Made: Life Sciences Liability,Excess Claims Made: Products Liability,Excess Claims Made: Life Sciences Liability,Limit Damage to Premises Rented to You,Each Common Cause Liquor Liability,Limit Products / Completed Operations Aggregate,Per Occurrence Coverage Limits,General Aggregate Coverage Limits,Limit Personal / Advertising Injury,Limit Medical Expense,Limit Per Project Aggregate,Each Employee Employee Benefits Liability,Limit Per Location Aggregate,Employee Benefits Liability,Assault & Battery,Hired / Non-Owned Auto Liability,Liquor Liability,Data Breach,Other,Per Claim Limit Coverage Limits,Coverage Premium,Terrorism,MJIL 1000 08 10,MPIL 1007 03 14,MPIL 1083 04 15,MDIL 1000 08 11,MDIL 1001 08 11,IL 00 17 11 98,IL 00 21 09 08,MEIL 1200 10 16,MEIL 1225 10 11,MEIL 1231 10 13,MDGL 1000 01 13,MDGL 1008 08 11,CG 00 01 04 13,CG 00 33 04 13,CG 20 15 04 13,CG 21 35 10 01,CG 21 47 12 07,CG 21 49 09 99,CG 21 73 01 15,CG 21 96 03 05,ME 037 04 99,MEGL 0008 01 16,MEGL 0048 03 13,MEGL 0170 05 16,MEGL 0219 05 16,MEGL 1394 05 16,MEGL 1671 05 16,MEGL 1674 05 16,MEGL 1884 10 15,MEGL 5300 05 16,MEGL 5302 05 16,MEGL 5303 05 16,CG 21 86 12 04,MEIL 1211 06 10,MDGL 1012 01 13,CG 00 09 04 13,CG 29 60 06 15,MEGL 0001-OCP 08 14,MEGL 1273 07 16,MEGL 1637 05 17,MPIL 1009-TX 01 16,MPIL 1010-TX 05 10,CG 20 01 04 13,CG 20 10 04 13,CG 20 37 04 13,CG 21 36 03 05,CG 22 79 04 13,MEGL 0241-01 05 16,MEGL 0313 02 17,MEGL 1331 11 15,MEGL 1349 05 17,MEGL 1361 05 16,MEGL 1623 08 17,MEGL 1625 11 13,MEGL 1673 05 16,MEGL 1681 07 16,MEGL 1849 08 14,MEGL 1897 02 16,MGL 1319 01 16,CG 04 35 12 07,CG 20 18 04 13,CG 21 55 09 99,MEGL 1879 07 15,MEIL 1200-CA 03 16,MEGL 5301 05 16,MEIL 1241 07 14,MEIL 1309 11 13,CG 21 65 12 04,MEGL 1895 02 16,MPIL 1005-CA 01 17,CG 00 02 04 13,CG 00 38 04 13,CG 21 16 04 13,CG 21 39 10 93,MEGL 1251 05 16,PD-12000-01 03 04,EIC 701-02 08 07,PD-22000-02 06 04,EIC 4115-01 2 03,MEGL 1660 05 15,ZZ-44003-03 01 15,MPIL 1041 02 12,MDGL 1008 08 11 BC,CG 20 28 04 13,MDIL 1005 08 14,MEGL 1624 05 16,CG 20 11 04 13,MEGL 1378 05 16,CG 24 10 07 98,MEGL 1680 07 16,MEGL 1889 10 15,CG 20 10 07 04,CG 20 37 07 04,CG 20 26 04 13,CG 24 26 04 13,MPIL 1006-FL 01 10,CG 24 04 05 09,CG 21 33 11 85,CG 21 53 01 96,MEGL 1333 03 14,MEGL 1892 12 15,IL 12 01 11 85,CG 22 50 04 13,MEGL 1397 07 10,CG 02 05 12 04,CG 22 43 04 13,MEGL 0217 11 16,MEGL 0026 05 16,MEGL 2202 01 17,MEIL 1247 08 15,MIL 1214 09 17
Brokerage Casualty,3709010,2/24/2018,2/24/2019,NULL,Evanston Insurance Company,0,Renewal,"STAVINOHA ENTERPRISES, INC.",TX,Texas Commercial Insurance Facilities,"13207 Highway 155, Tyler, TX, 75703",Kristy Stiner,TX,Brokerage Casualty - MidSouth,682856,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3712256,2/7/2018,2/7/2019,NULL,Evanston Insurance Company,0,New,"UPLIFT CONTRACTING, INC.",CT,AmWINS Brokerage,"25 B Hanover Rd., Ste. 305, Florham Park, NJ, 07932",Jon Bannett,NJ,Brokerage Casualty - NorthEast,683540,91342 Carpentry,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3714220,2/22/2018,2/22/2019,NULL,Evanston Insurance Company,0,New,"McKimmey Electrical, Inc.",NV,"Breckenridge Insurance Services, LLC","100 Pacifica, Suite 250, Irvine, CA, 92612",Greg Lyons,CA,Brokerage Casualty - West,685922,92478 Electrical Work - within buildings,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3701600,2/12/2018,2/12/2019,NULL,Evanston Insurance Company,0,Renewal,"PUSH UNDERGROUND CONSTRUCTION, LLC",WI,"Morstan General Agency, a division of Hull & Company, LLC","1835 Banks Road, Margate, FL, 33063",Marganit Cohen,FL,Brokerage Casualty - SouthEast,687335,91302 Cable Installation in Conduits or Subways,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3708606,3/5/2018,3/5/2019,NULL,Evanston Insurance Company,0,Renewal,"CARTER/KELLY, INC.; CARTER/KELLY CONSTRUCTION MANAGEMENT SERVICES, INC.",CA,AmWINS Brokerage,"140 New Montgomery Street, Suite 1600, San Francisco, CA, 94105",Ken Fitzpatrick,CA,Brokerage Casualty - West,687730,"91585 Contractors - subcontracted work - in connection with construction, reconstruction, repair or erection of buildings",1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3709181,3/18/2018,3/18/2019,NULL,Evanston Insurance Company,0,New,"BWJ METALWORKS, LLC",TX,"Risk Placement Services, Inc.","1155 Dairy Ashford, Suite 550, Houston, TX, 77079",Becky Tompson,TX,Brokerage Casualty - MidSouth,687831,59660 Tank Building or Mfg. - metal - not pressurized,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3709463,3/22/2018,3/22/2019,NULL,Evanston Insurance Company,0,Renewal,"RBM CONSULTING, LLC",IN,"RT Specialty Insurance Services, LLC","7979 Ivanhoe Avenue, Suite 325, La Jolla, CA, 92037", ,CA,Brokerage Casualty - West,688230,"97223 Machinery or Equipment - installation, servicing or repair",1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3714475,3/15/2018,3/15/2019,NULL,Evanston Insurance Company,0,New,Oscar Alvarez,KS,"Burns & Wilcox, Ltd.","7500 College Boulevard, Suite 1215, Overland Park, KS, 66210", ,KS,Brokerage Casualty - MidWest,688341,98678 Roofing - residential - three stories and under,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3703991,2/27/2018,2/27/2019,NULL,Evanston Insurance Company,0,New,MCFARLAND CONSTRUCTION INC.,CA,"RT Specialty Insurance Services, LLC","7979 Ivanhoe Avenue, Suite 325, La Jolla, CA, 92037", ,CA,Brokerage Casualty - West,688380,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3712650,2/8/2018,8/8/2019,NULL,Evanston Insurance Company,0,New,"SAPPHIRE VENTURES, LLC; 95 NORTH COLE, LLC",NY,"CRC Insurance Services, Inc.","140 Broadway, 36th Floor, New York, NY, 10005",Gloria Drobbin,NY,Brokerage Casualty - NorthEast,689452,94444 Contractors,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Brokerage Casualty,3689175,2/27/2018,2/27/2019,NULL,Evanston Insurance Company,0,New,"AMBIANCE HEATING & AIR, INC.",CA,"CRC Insurance Services, Inc.","1815 Via El Prado, Suite 401, Riviera Center, Redondo Beach, CA, 90277",Briana Hunter,CA,Brokerage Casualty - West,692618,"95648 Heating or Combined Heating and Air Conditioning Systems or Equipment - dealers or distributors and installation, servicing or repair",1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3720016,2/27/2018,2/27/2019,NULL,Evanston Insurance Company,0,Renewal,"E. F. Erwin, Inc.",TX,AmWINS Brokerage,"5910 North Central Expressway, Suite 500, Dallas, TX, 75206 ",Terry Moody,TX,Brokerage Casualty - MidSouth,693500,"97222 Machinery or Equipment - industrial - installation, servicing or repair",1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3713002,3/3/2018,3/3/2019,NULL,Evanston Insurance Company,0,Renewal,ALTECH EFFICIENCY,CA,AmWINS Brokerage,"21550 Oxnard Street, Suite 1100, Woodland Hills, CA, 91367",Shirlyn Nali,CA,Brokerage Casualty - West,693838,56390 Light Bulb or Tubes Mfg.,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3717717,3/1/2018,3/1/2019,NULL,Evanston Insurance Company,0,New,"Caliber Service Management, LLC",PA,"CRC Insurance Services, Inc.","1 Metroplex Drive, Suite 400, Birmingham, AL, 35209",Ally Odom,AL,Brokerage Casualty - SouthEast,694722,97047 Landscape Gardening,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3712666,3/24/2018,3/24/2019,NULL,Evanston Insurance Company,0,New,"Ridgepoint General Contractors, Inc.",TX,"Western Security Surplus Insurance Brokers, LLC","5800 Granite Park, Suite 300, Plano, TX, 75024",Jason Stumberg,TX,Brokerage Casualty - MidSouth,697103,98677 Roofing - commercial,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3715102,2/27/2018,2/27/2019,NULL,Evanston Insurance Company,0,New,"Storm Services Engineering, LLC",GA,AmWINS Brokerage,"5910 North Central Expressway, Suite 500, Dallas, TX, 75206 ",Wes Bauer,TX,Brokerage Casualty - MidSouth,697123,92446 Electric Light or Power Line Construction,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Brokerage Casualty,3712816,3/1/2018,3/1/2019,NULL,Evanston Insurance Company,0,New,"MILLER PACIFIC, INC.",CA,"Socius Insurance Services, Inc.","2205 Point Boulevard, Suite 250, Elgin, IL, 60123",Carol Kraus,IL,Brokerage Casualty - MidWest,697423,94444 Contractors,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3718719,3/1/2018,3/1/2019,NULL,Evanston Insurance Company,0,New,Valley Steel Construction,CA,"CRC Insurance Services, Inc.","1815 Via El Prado, Suite 401, Riviera Center, Redondo Beach, CA, 90277",Brian Pickford,CA,Brokerage Casualty - West,697976,97655 Metal Erection - structural,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3718591,3/1/2018,3/1/2019,NULL,Evanston Insurance Company,0,New,"AJK Communications, Inc.",CA,"CRC Insurance Services, Inc.","1815 Via El Prado, Suite 401, Riviera Center, Redondo Beach, CA, 90277",Briana Hunter,CA,Brokerage Casualty - West,698534,91551 Communication Equipment Installation - industrial or commercial,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3710008,2/21/2018,2/21/2019,NULL,Evanston Insurance Company,0,New,"RSM DEVELOPMENT CO., LLC",NY,Quaker Special Risk,"P.O. Box 1350, Eatontown, NJ, 07724",Nancy Torre,NJ,Brokerage Casualty - NorthEast,699236,91580 Contractors - Executive Supervisors or Executive Superintendents,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3725222,3/31/2018,3/31/2019,NULL,Evanston Insurance Company,0,New,"Labor Resources, LLC",LA,AmWINS Brokerage,"5910 North Central Expressway, Suite 500, Dallas, TX, 75206",Katie Wood,TX,Brokerage Casualty - MidSouth,700190,91560 Concrete Construction,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3711940,4/27/2018,4/27/2019,NULL,Evanston Insurance Company,0,New,"WORTHAM BROS, INC.",TX,"U.S. Risk, LLC","8401 North Central Expressway, Suite 1000, Dallas, TX, 75225",Nick Langham,TX,Brokerage Casualty - MidSouth,700954,98678 Roofing - residential - three stories and under,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3726788,6/26/2018,6/26/2019,NULL,Evanston Insurance Company,0,New,ABF Commercial Roofing and Foam Inc.,TX,AmWINS Brokerage,"5910 North Central Expressway, Suite 500, Dallas, TX, 75206 ",Ruby Slayton-Eller,TX,Brokerage Casualty - MidSouth,702538,98677 Roofing - commercial,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3730121,3/15/2018,3/15/2019,NULL,Evanston Insurance Company,0,New,"Sealy Construction Company, LLC",AL,"CRC Insurance Services, Inc.","1 Metroplex Drive, Suite 400, Birmingham, AL, 35209",Adeline Blaylock,AL,Brokerage Casualty - SouthEast,704606,"91585 Contractors - subcontracted work - in connection with construction, reconstruction, repair or erection of buildings",1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3729708,3/12/2018,3/12/2019,NULL,Evanston Insurance Company,0,New,J. R. Masonry Inc,TX,"All Risks, Ltd.","10415 Morado Circle, Suite 150, Building 2, Austin, TX, 78759",Tiffany Way,TX,Brokerage Casualty - MidSouth,705457,97447 Masonry,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3728393,3/10/2018,3/10/2019,NULL,Evanston Insurance Company,0,Renewal,"Palmetto Building Group, LLC",GA,"Genesee General Agency, Inc.","3025 Windward Plaza, Suite 400, Alpharetta, GA, 30005",Kim Klein,GA,Brokerage Casualty - SouthEast,705792,"91583 Contractors - subcontracted work - in connection with building construction, reconstruction, repair or erection - one or two family dwellings",1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brokerage Casualty,3726773,3/19/2018,3/19/2019,NULL,Evanston Insurance Company,0,New,"Ortal USA, Inc.",CA,"CRC Insurance Services, Inc.","1815 Via El Prado, Suite 401, Riviera Center, Redondo Beach, CA, 90277",Briana Hunter,CA,Brokerage Casualty - West,706828,55013 Heating Equipment Mfg. - gas or liquefied petroleum gas,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brokerage Casualty,3731769,3/13/2018,3/13/2019,NULL,Evanston Insurance Company,0,New,"Glacis, LLC",NY,Atlantic Risk Specialists,"One International Boulevard, Suite 350, Mahwah, NJ, 07495",Joe Cannizzo,NJ,Brokerage Casualty - NorthEast,708054,"56805 Medical, Dental, Hospital or Surgical Equipment or Supplies Mfg. - expendable",1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
